argv,entry_frame,family,fell,final_dist_m,foot_comp,grid_cols,grid_rows,level_m,n_probes,param,probe,reached,rep,run_utc,skill,steps,swing_lift_mm,t_reached_s
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.642529087458399,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.823272398833975,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.9064836811075896,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.870902864396385,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.602949760468355,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.377893980226547,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.368576263543058,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.374820008362686,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.3591027156143,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.3676324384818255,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.3690323954341075,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.354252454311711,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.358084077330835,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.347512726440438,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.375016386714621,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.362754192803656,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.3746402759660485,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.358377683298248,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.368385313765358,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.353683739742103,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,4,2026-08-29T15:41:01Z,TROT,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.6064406155631032,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.535884430756023,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.533687699060403,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.7913898332561367,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.0167607693051774,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.726422991354867,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.398174879395685,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.4763018717362604,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.857815908966346,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.2875093774184996,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.450044468858114,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.058444424052375,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.5002855888246986,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.4356466210479346,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.992644318414327,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,0,2026-08-29T15:43:45Z,WALK,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.6082223328006675,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.918607426144206,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.829663815026437,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.968581071861338,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.5119965020252994,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.8298098949168993,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.5771867711073013,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.9052738120520525,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.851879271051604,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.836758958988121,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.6103478332338677,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.0360936730005563,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,2.867577260135848,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.0074406879880278,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,0,step_up,1,3.009640826080055,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,0,2026-08-29T15:43:45Z,TROT,817,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.4267846076829156,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.0437251832293013,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.621374404890581,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.4046992401064484,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,3.4374324329422468,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.507124980450115,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.526424611992249,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.3847981017320556,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.433708732665644,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.4937776860491825,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.452244219811869,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.518179117221247,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.4692470552516435,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.4175428771364404,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,7,step_up,1,2.5326864670729936,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,1,2026-08-29T15:43:45Z,WALK,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.6598470408927515,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,1,2026-08-29T15:43:45Z,TROT,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.609116957218307,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,1,2026-08-29T15:43:45Z,TROT,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.593172415978084,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,1,2026-08-29T15:43:45Z,TROT,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.629542332028363,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,1,2026-08-29T15:43:45Z,TROT,774,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.6522848242266055,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,1,2026-08-29T15:43:45Z,TROT,774,40.0,nan
