task,level,switch_delay_s,step_walk_max_m,lookahead_trot_m,px_ground_width_m,obs_step_up_max,obs_step_up_p95,obs_step_up_mean,true_step_up_max,true_step_up_p95,true_step_up_mean,ticks_in_jump_band,jump_gate,requests_dropped_busy,jump_detections,jump_tracks_missed,jump_band_ticks,jump_blocked_far,jump_blocked_retrigger,switches,jumps,goals_reached,goals_total,sim_time_s,travelled_m,stalled,timed_out,n_segments,warn_tick_frac,blind_tick_frac,stale_tick_frac,unsupported_fatal,unsupported_unverified,frac_WALK,frac_TROT,frac_RUN,frac_JUMP,sequence
bump_jump,1,0.8,0.15,0.49,0.0128527,0.055,0.04,0.0250213,0.055,0.04,0.0250213,0,near_edge,0,0,0,0,0,0,2,0,8,8,47,10.1124,False,False,3,0.942553,0,0,82,38,0.942553,0.0170213,0.0404255,0,TROT→WALK→RUN
bump_jump,2,0.8,0.15,0.49,0.0128527,0.06,0.04,0.0283477,0.06,0.04,0.0283477,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.3,9.97173,False,False,3,0.939525,0,0,114,46,0.939525,0.0172786,0.0431965,0,TROT→WALK→RUN
bump_jump,3,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0257158,0.045,0.045,0.0257158,0,near_edge,0,0,0,0,0,0,2,0,8,8,48.2,10.3662,False,False,3,0.943983,0,0,119,47,0.943983,0.0165975,0.0394191,0,TROT→WALK→RUN
bump_jump,4,0.8,0.15,0.49,0.0128527,0.055,0.045,0.0262839,0.055,0.045,0.0262839,0,near_edge,0,0,0,0,0,0,2,0,8,8,47.9,10.3214,False,False,3,0.943633,0,0,133,46,0.943633,0.0167015,0.039666,0,TROT→WALK→RUN
bump_jump,5,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0261939,0.045,0.045,0.0261939,0,near_edge,0,0,0,0,0,0,2,0,8,8,49,10.51,False,False,3,0.944898,0,0,116,46,0.944898,0.0163265,0.0387755,0,TROT→WALK→RUN
bump_jump,6,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0244908,0.045,0.045,0.0244908,0,near_edge,0,0,0,0,0,0,2,0,8,8,49.1,10.5409,False,False,3,0.94501,0,0,95,45,0.94501,0.0162933,0.0386965,0,TROT→WALK→RUN
bump_jump,7,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0269822,0.045,0.045,0.0269822,0,near_edge,0,0,0,0,0,0,2,0,8,8,50.7,10.8703,False,False,3,0.946746,0,0,119,48,0.946746,0.0157791,0.0374753,0,TROT→WALK→RUN
bump_jump,8,0.8,0.15,0.49,0.0128527,0.05,0.045,0.0261719,0.05,0.045,0.0261719,0,near_edge,0,0,0,0,0,0,2,0,8,8,51.2,10.9334,False,False,3,0.947266,0,0,139,42,0.947266,0.015625,0.0371094,0,TROT→WALK→RUN
bump_jump,9,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0247526,0.045,0.045,0.0247559,0,near_edge,0,0,0,0,0,0,2,0,8,8,51.2,10.967,False,False,3,0.947266,0,0,97,39,0.947266,0.015625,0.0371094,0,TROT→WALK→RUN
sideways_ramp,0,0.8,0.15,0.49,0.0128527,0.035,0.015,0.00965418,0.035,0.015,0.00965418,0,near_edge,0,0,0,0,0,0,14,0,8,8,34.7,9.93188,False,False,15,0.685879,0,0,62,28,0.685879,0.0230548,0.291066,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,1,0.8,0.15,0.49,0.0128527,0.095,0.095,0.0141475,0.095,0.095,0.0141643,0,near_edge,0,0,0,0,0,0,14,0,8,8,34.7,9.63196,False,False,15,0.717579,0,0,61,28,0.717579,0.0230548,0.259366,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,2,0.8,0.15,0.49,0.0128527,0.16,0.14,0.0251889,0.16,0.14,0.0251763,0,near_edge,0,0,0,0,0,0,10,0,8,8,39.7,9.77655,False,False,11,0.826196,0,0,61,33,0.826196,0.0201511,0.153652,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,3,0.8,0.15,0.49,0.0128527,0.175,0.16,0.0211568,0.175,0.16,0.0212211,0,near_edge,0,0,0,0,0,0,12,0,8,8,38.9,10.0073,False,False,13,0.789203,0,0,71,31,0.789203,0.0205656,0.190231,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,4,0.8,0.15,0.49,0.0128527,0.145,0.145,0.0228216,0.145,0.145,0.0228732,0,near_edge,14,0,0,0,0,0,15,0,8,8,35.5,9.69053,False,False,16,0.740845,0,0,71,22,0.740845,0.0478873,0.211268,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,5,0.8,0.15,0.49,0.0128527,0.125,0.115,0.0196446,0.125,0.115,0.0196446,0,near_edge,0,0,0,0,0,0,10,0,8,8,40.8,9.90986,False,False,11,0.845588,0,0,74,21,0.845588,0.0196078,0.134804,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,6,0.8,0.15,0.49,0.0128527,0.195,0.18,0.0271586,0.195,0.18,0.0272646,0,near_edge,2,0,0,0,0,0,14,0,8,8,39.3,10.2027,False,False,15,0.791349,0,0,88,20,0.791349,0.043257,0.165394,0,TROT→WALK→RUN→WALK→RUN→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,7,0.8,0.15,0.49,0.0128527,0.135,0.045,0.0180096,0.135,0.045,0.0180096,0,near_edge,3,0,0,0,0,0,11,0,8,8,41.7,10.4011,False,False,12,0.82494,0,0,77,25,0.82494,0.0407674,0.134293,0,TROT→RUN→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,8,0.8,0.15,0.49,0.0128527,0.275,0.275,0.0224938,0.275,0.275,0.0224938,0,near_edge,0,0,0,0,0,0,12,0,8,8,40.3,10.1216,False,False,13,0.818859,0,0,87,23,0.818859,0.0421836,0.138958,0,TROT→WALK→RUN→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,9,0.8,0.15,0.49,0.0128527,0.25,0.23,0.0289768,0.25,0.23,0.0290408,0,near_edge,1,0,0,0,0,0,12,0,8,8,41.7,10.336,False,False,13,0.82494,0,0,86,24,0.82494,0.0191847,0.155875,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
stepping_stones_cylinder,0,0.8,0.15,0.49,0.0128527,0.01,0.01,0.00474576,0.01,0.01,0.005,0,near_edge,0,0,0,0,0,0,1,0,8,8,11.8,5.49083,False,False,2,0,0,0,0,35,0,0.0677966,0.932203,0,TROT→RUN
stepping_stones_cylinder,1,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,2,0,8,8,13.1,5.3857,False,False,3,0.206107,0,0,9,43,0.206107,0.0610687,0.732824,0,TROT→WALK→RUN
stepping_stones_cylinder,2,0.8,0.15,0.49,0.0128527,0.005,0.005,0.00261029,0.005,0.005,0.00261029,0,near_edge,0,0,0,0,0,0,4,0,8,8,13.6,5.18269,False,False,5,0.316176,0,0,15,40,0.316176,0.0588235,0.625,0,TROT→WALK→RUN→WALK→RUN
stepping_stones_cylinder,3,0.8,0.15,0.49,0.0128527,0.01,0.005,0.00313102,0.01,0.01,0.0032659,0,near_edge,0,0,0,0,0,0,4,0,8,8,17.3,4.87874,False,False,5,0.699422,0,0,31,20,0.699422,0.0462428,0.254335,0,TROT→WALK→RUN→WALK→RUN
stepping_stones_cylinder,4,0.8,0.15,0.49,0.0128527,0.015,0.015,0.00908497,0.015,0.015,0.00914216,0,near_edge,0,0,0,0,0,0,2,0,8,8,20.4,4.82602,False,False,3,0.862745,0,0,43,14,0.862745,0.0392157,0.0980392,0,TROT→WALK→RUN
stepping_stones_cylinder,5,0.8,0.15,0.49,0.0128527,0.03,0.03,0.0187793,0.03,0.03,0.0187793,0,near_edge,0,0,0,0,0,0,6,0,8,8,21.3,5.26962,False,False,7,0.816901,0,0,44,46,0.816901,0.0375587,0.14554,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN
stepping_stones_cylinder,6,0.8,0.15,0.49,0.0128527,0.03,0.03,0.0183483,0.03,0.03,0.0185135,0,near_edge,0,0,0,0,0,0,2,0,8,8,22.2,5.01643,False,False,3,0.905405,0,0,54,34,0.905405,0.036036,0.0585586,0,TROT→WALK→RUN
stepping_stones_cylinder,7,0.8,0.15,0.49,0.0128527,0.035,0.035,0.0153066,0.035,0.035,0.0153066,0,near_edge,0,0,0,0,0,0,2,0,8,8,21.2,4.81352,False,False,3,0.900943,0,0,67,17,0.900943,0.0377358,0.0613208,0,TROT→WALK→RUN
stepping_stones_cylinder,8,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0213592,0.045,0.045,0.0213592,0,near_edge,0,0,0,0,0,0,2,0,8,8,20.6,4.71045,False,False,3,0.893204,0,0,72,11,0.893204,0.038835,0.0679612,0,TROT→WALK→RUN
stepping_stones_cylinder,9,0.8,0.15,0.49,0.0128527,0.05,0.05,0.0260664,0.05,0.05,0.0260664,0,near_edge,0,0,0,0,0,0,2,0,8,8,21.1,4.80828,False,False,3,0.895735,0,0,74,10,0.895735,0.0379147,0.0663507,0,TROT→WALK→RUN
stepping_stones_randomly_arranged,0,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,11.6,5.44957,False,False,2,0,0,0,0,26,0,0.0689655,0.931034,0,TROT→RUN
stepping_stones_randomly_arranged,1,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,11,5.19518,False,False,2,0,0,0,0,36,0,0.0727273,0.927273,0,TROT→RUN
stepping_stones_randomly_arranged,2,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,11,5.19083,False,False,2,0,0,0,0,38,0,0.0727273,0.927273,0,TROT→RUN
stepping_stones_randomly_arranged,3,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,10.9,5.15435,False,False,2,0,0,0,0,37,0,0.0733945,0.926606,0,TROT→RUN
stepping_stones_randomly_arranged,4,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,3,0,8,8,12.4,5.36099,False,False,4,0.104839,0,0,2,41,0.104839,0.0645161,0.830645,0,TROT→RUN→WALK→RUN
stepping_stones_randomly_arranged,5,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,3,0,8,8,11.7,4.97768,False,False,4,0.153846,0,0,6,27,0.153846,0.0683761,0.777778,0,TROT→RUN→WALK→RUN
stepping_stones_randomly_arranged,6,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,7,0,8,8,13.3,4.95538,False,False,8,0.338346,0,0,13,27,0.338346,0.0601504,0.601504,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
stepping_stones_randomly_arranged,7,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,7,0,8,8,13.5,5.11896,False,False,8,0.318519,0,0,12,30,0.318519,0.0592593,0.622222,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
stepping_stones_randomly_arranged,8,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,5,0,8,8,15.3,4.96786,False,False,6,0.522876,0,0,23,22,0.522876,0.0522876,0.424837,0,TROT→RUN→WALK→RUN→WALK→RUN
stepping_stones_randomly_arranged,9,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,5,0,0,0,0,0,7,0,8,8,12.6,4.73111,False,False,8,0.333333,0,0,13,28,0.333333,0.0634921,0.603175,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,0,0.8,0.15,0.49,0.0128527,0.175,0.175,0.0598053,0.175,0.175,0.0608591,0,near_edge,25,0,0,0,0,0,12,0,8,8,58.2,14.75,False,False,13,0.812715,0,0,24,0,0.812715,0.0463918,0.140893,0,TROT→WALK→RUN→WALK→RUN→TROT→WALK→RUN→WALK→RUN→TROT→WALK→RUN
staircase_walking_full_width,1,0.8,0.15,0.49,0.0128527,0.185,0.185,0.0650789,0.185,0.185,0.066307,0,near_edge,25,0,0,0,0,0,13,0,8,8,57,14.75,False,False,14,0.796491,0,0,24,0,0.796491,0.0614035,0.142105,0,TROT→WALK→RUN→WALK→RUN→TROT→WALK→RUN→TROT→WALK→RUN→TROT→WALK→RUN
staircase_walking_full_width,2,0.8,0.15,0.49,0.0128527,0.21,0.21,0.0808052,0.21,0.21,0.0810636,0,near_edge,0,0,0,0,0,0,10,0,8,8,50.3,12,False,False,11,0.856859,0,0,40,0,0.856859,0.0159046,0.127237,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,3,0.8,0.15,0.49,0.0128527,0.225,0.225,0.0850298,0.225,0.225,0.0854374,0,near_edge,0,0,0,0,0,0,10,0,8,8,50.3,12,False,False,11,0.856859,0,0,42,0,0.856859,0.0159046,0.127237,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,4,0.8,0.15,0.49,0.0128527,0.23,0.23,0.088996,0.23,0.23,0.0892247,0,near_edge,0,0,0,0,0,0,10,0,8,8,50.3,12,False,False,11,0.856859,0,0,42,0,0.856859,0.0159046,0.127237,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,5,0.8,0.15,0.49,0.0128527,0.24,0.24,0.0950795,0.24,0.24,0.0952386,0,near_edge,0,0,0,0,0,0,10,0,8,8,50.3,12,False,False,11,0.856859,0,0,42,0,0.856859,0.0159046,0.127237,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,6,0.8,0.15,0.49,0.0128527,0.265,0.265,0.101312,0.265,0.265,0.10175,0,near_edge,0,0,0,0,0,0,10,0,8,8,50.3,12,False,False,11,0.856859,0,0,50,0,0.856859,0.0159046,0.127237,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,7,0.8,0.15,0.49,0.0128527,0.27,0.27,0.107167,0.27,0.27,0.107545,0,near_edge,0,0,0,0,0,0,10,0,8,8,50.3,12,False,False,11,0.856859,0,0,60,0,0.856859,0.0159046,0.127237,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,8,0.8,0.15,0.49,0.0128527,0.295,0.295,0.128492,0.295,0.295,0.128492,0,near_edge,0,0,0,0,0,0,2,0,8,8,42.1,9.25,False,False,3,0.931116,0,0,52,0,0.931116,0.0190024,0.0498812,0,TROT→WALK→RUN
staircase_walking_full_width,9,0.8,0.15,0.49,0.0128527,0.3,0.3,0.134418,0.3,0.3,0.134466,0,near_edge,0,0,0,0,0,0,2,0,8,8,42.1,9.25,False,False,3,0.931116,0,0,52,0,0.931116,0.0190024,0.0498812,0,TROT→WALK→RUN
staircase_walking,0,0.8,0.15,0.49,0.0128527,0.07,0.07,0.041,0.07,0.07,0.0426667,0,near_edge,0,0,0,0,0,0,1,0,8,8,9,4.5,False,False,2,0,0,0,0,0,0,0.744444,0.255556,0,TROT→RUN
staircase_walking,1,0.8,0.15,0.49,0.0128527,0.09,0.09,0.0702793,0.09,0.09,0.0706145,0,near_edge,0,0,0,0,0,0,2,0,8,8,17.9,4.5,False,False,3,0.815642,0,0,0,0,0.815642,0.0502793,0.134078,0,TROT→WALK→RUN
staircase_walking,2,0.8,0.15,0.49,0.0128527,0.105,0.105,0.081648,0.105,0.105,0.0818715,0,near_edge,0,0,0,0,0,0,2,0,8,8,17.9,4.5,False,False,3,0.815642,0,0,0,0,0.815642,0.0502793,0.134078,0,TROT→WALK→RUN
staircase_walking,3,0.8,0.15,0.49,0.0128527,0.125,0.125,0.0972099,0.125,0.125,0.0976519,0,near_edge,0,0,0,0,0,0,2,0,8,8,18.1,4.5,False,False,3,0.823204,0,0,0,0,0.823204,0.0441989,0.132597,0,TROT→WALK→RUN
staircase_walking,4,0.8,0.15,0.49,0.0128527,0.145,0.145,0.113941,0.145,0.145,0.114647,0,near_edge,0,0,0,0,0,0,2,0,8,8,17,4.2,False,False,3,0.817647,0,0,0,0,0.817647,0.0470588,0.135294,0,TROT→WALK→RUN
staircase_walking,5,0.8,0.15,0.49,0.0128527,0.16,0.16,0.124412,0.16,0.16,0.124529,0,near_edge,0,0,0,0,0,0,2,0,8,8,17,4.2,False,False,3,0.817647,0,0,20,0,0.817647,0.0470588,0.135294,0,TROT→WALK→RUN
staircase_walking,6,0.8,0.15,0.49,0.0128527,0.185,0.185,0.139765,0.185,0.185,0.140088,0,near_edge,0,0,0,0,0,0,2,0,8,8,17,4.2,False,False,3,0.817647,0,0,26,0,0.817647,0.0470588,0.135294,0,TROT→WALK→RUN
staircase_walking,7,0.8,0.15,0.49,0.0128527,0.2,0.2,0.155618,0.2,0.2,0.156324,0,near_edge,0,0,0,0,0,0,2,0,8,8,17,4.2,False,False,3,0.817647,0,0,29,0,0.817647,0.0470588,0.135294,0,TROT→WALK→RUN
staircase_walking,8,0.8,0.15,0.49,0.0128527,0.22,0.22,0.166294,0.22,0.22,0.167176,0,near_edge,0,0,0,0,0,0,2,0,8,8,17,4.2,False,False,3,0.817647,0,0,31,0,0.817647,0.0470588,0.135294,0,TROT→WALK→RUN
staircase_walking,9,0.8,0.15,0.49,0.0128527,0.25,0.25,0.191559,0.25,0.25,0.192088,0,near_edge,0,0,0,0,0,0,2,0,8,8,17,4.2,False,False,3,0.817647,0,0,31,0,0.817647,0.0470588,0.135294,0,TROT→WALK→RUN
staircase_climbing,0,0.8,0.15,0.49,0.0128527,0.545,0.545,0.346997,0.545,0.545,0.35966,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.8,10.2,False,False,13,0.714674,0,0,72,0,0.714674,0.0217391,0.263587,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,1,0.8,0.15,0.49,0.0128527,0.56,0.56,0.362292,0.56,0.56,0.375571,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.8,10.2,False,False,13,0.714674,0,0,72,0,0.714674,0.0217391,0.263587,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,2,0.8,0.15,0.49,0.0128527,0.575,0.575,0.376078,0.575,0.575,0.390041,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.8,10.2,False,False,13,0.714674,0,0,72,0,0.714674,0.0217391,0.263587,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,3,0.8,0.15,0.49,0.0128527,0.6,0.6,0.389995,0.6,0.6,0.404402,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.8,10.2,False,False,13,0.714674,0,0,72,0,0.714674,0.0217391,0.263587,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,4,0.8,0.15,0.49,0.0128527,0.6,0.6,0.389565,0.6,0.6,0.403818,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.8,10.2,False,False,13,0.714674,0,0,72,0,0.714674,0.0217391,0.263587,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,5,0.8,0.15,0.49,0.0128527,0.595,0.595,0.397463,0.595,0.595,0.410124,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.4,9.9,False,False,13,0.739011,0,0,73,0,0.739011,0.021978,0.239011,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,6,0.8,0.15,0.49,0.0128527,0.64,0.64,0.43619,0.64,0.64,0.45011,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.4,9.9,False,False,13,0.739011,0,0,73,0,0.739011,0.021978,0.239011,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,7,0.8,0.15,0.49,0.0128527,0.65,0.65,0.441044,0.65,0.65,0.455192,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.4,9.9,False,False,13,0.739011,0,0,73,0,0.739011,0.021978,0.239011,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,8,0.8,0.15,0.49,0.0128527,0.67,0.67,0.457015,0.67,0.67,0.471621,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.4,9.9,False,False,13,0.739011,0,0,73,0,0.739011,0.021978,0.239011,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,9,0.8,0.15,0.49,0.0128527,0.685,0.685,0.456346,0.685,0.685,0.470975,0,near_edge,0,0,0,0,0,0,12,0,8,8,36.4,9.9,False,False,13,0.739011,0,0,73,0,0.739011,0.021978,0.239011,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_spiral,0,0.8,0.15,0.49,0.0128527,0.055,0.055,0.0283788,0.055,0.055,0.0309545,0,near_edge,0,0,0,0,0,0,11,0,8,8,22,9.18892,False,False,12,0.286364,0,0,1,1,0.290909,0.427273,0.281818,0,TROT→RUN→TROT→RUN→TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK
staircase_spiral,1,0.8,0.15,0.49,0.0128527,0.07,0.07,0.0477059,0.07,0.07,0.0494706,0,near_edge,3,0,0,0,0,0,7,0,8,8,25.5,9.02389,False,False,8,0.482353,0,0,0,0,0.486275,0.231373,0.282353,0,TROT→RUN→TROT→RUN→TROT→WALK→RUN→WALK
staircase_spiral,2,0.8,0.15,0.49,0.0128527,0.095,0.09,0.0686135,0.095,0.09,0.0691884,0,near_edge,1,0,0,0,0,0,4,0,8,8,34.5,8.85918,False,False,5,0.788406,0,0,6,0,0.791304,0.0231884,0.185507,0,TROT→RUN→WALK→RUN→WALK
staircase_spiral,3,0.8,0.15,0.49,0.0128527,0.115,0.115,0.0854672,0.115,0.115,0.0859971,0,near_edge,1,0,0,0,0,0,2,0,8,8,34.6,8.69479,False,False,3,0.815029,0,0,8,0,0.817919,0.0231214,0.15896,0,TROT→RUN→WALK
staircase_spiral,4,0.8,0.15,0.49,0.0128527,0.14,0.14,0.100353,0.14,0.14,0.100966,0,near_edge,1,0,0,0,0,0,4,0,8,8,32.6,8.53071,False,False,5,0.773006,0,0,11,0,0.776074,0.0245399,0.199387,0,TROT→RUN→WALK→RUN→WALK
staircase_spiral,5,0.8,0.15,0.49,0.0128527,0.16,0.16,0.115881,0.16,0.16,0.116672,0,near_edge,8,0,0,0,0,0,3,0,8,8,31.4,8.36693,False,False,4,0.764331,0,0,29,0,0.767516,0.0541401,0.178344,0,TROT→RUN→TROT→WALK
staircase_spiral,6,0.8,0.15,0.49,0.0128527,0.18,0.18,0.12829,0.18,0.18,0.129332,0,near_edge,8,0,0,0,0,0,3,0,8,8,30.7,8.20346,False,False,4,0.7557,0,0,42,0,0.758958,0.0553746,0.185668,0,TROT→RUN→TROT→WALK
staircase_spiral,7,0.8,0.15,0.49,0.0128527,0.205,0.205,0.139302,0.205,0.205,0.140389,0,near_edge,8,0,0,0,0,0,3,0,8,8,29.6,8.04029,False,False,4,0.743243,0,0,42,0,0.746622,0.0574324,0.195946,0,TROT→RUN→TROT→WALK
staircase_spiral,8,0.8,0.15,0.49,0.0128527,0.22,0.22,0.155599,0.22,0.22,0.156986,0,near_edge,8,0,0,0,0,0,3,0,8,8,29.2,7.87742,False,False,4,0.743151,0,0,53,0,0.746575,0.0582192,0.195205,0,TROT→RUN→TROT→WALK
staircase_spiral,9,0.8,0.15,0.49,0.0128527,0.25,0.25,0.176408,0.25,0.25,0.177852,0,near_edge,8,0,0,0,0,0,3,0,8,8,27.7,7.71484,False,False,4,0.722022,0,0,52,0,0.725632,0.0613718,0.212996,0,TROT→RUN→TROT→WALK
squeeze,0,0.8,0.15,0.49,0.0128527,0.7,0.7,0.104685,0.7,0.7,0.117297,0,near_edge,0,0,0,0,0,0,5,0,8,8,18.5,7.67714,False,False,6,0.2,0,0,12,0,0.2,0.0432432,0.756757,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,1,0.8,0.15,0.49,0.0128527,0.7,0.7,0.127719,0.7,0.7,0.14,0,near_edge,0,0,0,0,0,0,5,0,8,8,19,7.92275,False,False,6,0.2,0,0,14,0,0.2,0.0421053,0.757895,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,2,0.8,0.15,0.49,0.0128527,0.7,0.7,0.0979275,0.7,0.7,0.112435,0,near_edge,0,0,0,0,0,0,5,0,8,8,19.3,8.26316,False,False,6,0.160622,0,0,12,0,0.160622,0.0414508,0.797927,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,3,0.8,0.15,0.49,0.0128527,0.7,0.233333,0.0357013,0.7,0.7,0.0420765,0,near_edge,0,0,0,0,0,0,3,0,8,8,18.3,8.26157,False,False,4,0.0710383,0,0,6,0,0.0710383,0.0437158,0.885246,0,TROT→RUN→WALK→RUN
squeeze,4,0.8,0.15,0.49,0.0128527,0.7,0.7,0.065812,0.7,0.7,0.0717949,0,near_edge,0,0,0,0,0,0,3,0,8,8,19.5,8.66834,False,False,4,0.102564,0,0,7,0,0.102564,0.0410256,0.85641,0,TROT→RUN→WALK→RUN
squeeze,5,0.8,0.15,0.49,0.0128527,0.7,0.7,0.181481,0.7,0.7,0.196732,0,near_edge,0,0,0,0,0,0,9,0,8,8,30.6,8.54513,False,False,10,0.70915,0,0,57,0,0.70915,0.0261438,0.264706,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
squeeze,6,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,3,0,8,8,37.7,8.75183,False,False,4,0.880637,0,0,69,0,0.880637,0.0212202,0.0981432,0,TROT→RUN→WALK→RUN
squeeze,7,0.8,0.15,0.49,0.0128527,0.7,0.7,0.106912,0.7,0.7,0.114716,0,near_edge,0,0,0,0,0,0,7,0,8,8,29.9,8.93066,False,False,8,0.632107,0,0,48,0,0.632107,0.0267559,0.341137,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
squeeze,8,0.8,0.15,0.49,0.0128527,0.7,0,0.0305046,0.7,0,0.0305046,0,near_edge,0,0,0,0,0,0,2,0,8,8,43.6,9.46422,False,False,3,0.931193,0,0,89,0,0.931193,0.0183486,0.0504587,0,TROT→WALK→RUN
squeeze,9,0.8,0.15,0.49,0.0128527,0.7,0.28,0.0358522,0.7,0.7,0.0387909,0,near_edge,0,0,0,0,0,0,3,0,8,8,39.7,9.20625,False,False,4,0.884131,0,0,74,0,0.884131,0.0201511,0.0957179,0,TROT→RUN→WALK→RUN
