task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,partial,skill,start_phase,foot_comp,steps
9,bump_jump,3,0,1,1,heading-only,0.02,2.1560562133789176,2.779898071289054,1.3945275078292245,0.991467473668381,9.17714274567453,0,,,,,,,off,5.0,0,TROT,first,on,1000
9,bump_jump,4,0,1,1,heading-only,0.02,2.2565673828125057,2.9364151000976477,1.5671103430324098,1.0771531741307336,9.042051950723508,0,,,,,,,off,5.0,0,TROT,first,on,1000
9,bump_jump,5,0,1,1,heading-only,0.02,2.40283203125,2.7522567749023352,1.5918002271916736,0.8747667221996495,9.128217531754897,0,,,,,,,off,5.0,0,TROT,first,on,1000
9,bump_jump,6,0,1,1,heading-only,0.02,2.0257507324218977,1.871603393554679,1.0337554128568007,0.661518368935274,9.425123868999965,0,,,,,,,off,5.0,0,TROT,first,on,1000
9,bump_jump,7,0,1,1,heading-only,0.02,2.3127166748047046,2.8731979370117102,1.5766101945350433,0.9360740775474481,9.57717327097352,0,,,,,,,off,5.0,0,TROT,first,on,1000
9,bump_jump,8,0,1,1,heading-only,0.02,2.2448547363281364,2.6065429687499915,1.3847590720044578,0.840452364939836,9.624277110992727,0,,,,,,,off,5.0,0,TROT,first,on,1000
9,bump_jump,9,0,1,1,heading-only,0.02,1.982977294921909,2.385122680664054,1.0557290568578004,0.7296435420308512,9.924497912347798,1,,,,,,,off,5.0,0,TROT,first,on,1000
10,sideways_ramp,0,0,1,1,heading-only,0.02,2.718106269836426,2.3894882202148438,1.7617009474191025,0.92725347837902,7.591891306465066,0,,,,,,,off,5.0,0,TROT,first,on,1000
10,sideways_ramp,1,0,1,1,heading-only,0.02,1.3953300476074233,1.5528488159179688,0.5968500883532231,1.1420002189581886,8.915889812153875,0,,,,,,,off,5.0,0,TROT,first,on,1000
10,sideways_ramp,2,0,1,1,heading-only,0.02,1.5881225585937528,1.5341567993164062,0.7502653074413058,0.9768273926279926,8.774252457380456,0,,,,,,,off,5.0,0,TROT,first,on,1000
10,sideways_ramp,3,0,1,1,heading-only,0.02,1.1718109130859489,2.5097198486328125,0.537897122083475,1.3775037480963344,9.54181332871684,0,,,,,,,off,5.0,0,TROT,first,on,1000
10,sideways_ramp,4,0,1,1,heading-only,0.02,1.6030029296875057,1.3546600341796875,0.8832192279930714,1.0292306721962443,8.920371098818372,0,,,,,,,off,5.0,0,TROT,first,on,1000
10,sideways_ramp,5,0,1,1,heading-only,0.02,2.5718536376953125,2.8497390747070312,1.7868352899525877,1.4567240038380973,8.122715380086914,0,,,,,,,off,5.0,0,TROT,first,on,1000
10,sideways_ramp,6,0,1,1,heading-only,0.02,1.5508056640625227,1.4675521850585938,0.7660858667272453,0.9533503026950564,9.514104987204144,0,,,,,,,off,5.0,0,TROT,first,on,1000
10,sideways_ramp,7,0,1,1,heading-only,0.02,2.577746582031267,2.8221664428710938,1.7791126824613028,1.2967049648790538,8.561819957220717,0,,,,,,,off,5.0,0,TROT,first,on,1000
